name,type,betweenness,community
Brandon Lunney,mentioned_only,0.0,40
Gillian Armstrong,mentioned_only,0.0,40
Katharine Brisbane,mentioned_only,0.0002064419780949,40
MS Acc01.037,mentioned_only,0.0,40
MS Acc03.133,mentioned_only,0.0,40
Margaret Fink,mentioned_only,0.0,40
Michael Thornbill,mentioned_only,0.0,40
Ron Baddeley,mentioned_only,0.0,40
Shiela Geddes,mentioned_only,0.0,40
Sumner Locke Elliot,mentioned_only,0.0,40
Cecil Roberts,mentioned_only,0.0,74
J. R. Glorney Bolton,mentioned_only,0.0,74
Alan Stewart Watt,mentioned_only,9.271188055227393e-06,122
Alan Watt,mentioned_only,0.0,122
John D.L. Hood,mentioned_only,0.0,122
Lady Mildred Watt,mentioned_only,0.0,122
Lady Watt,mentioned_only,0.0,122
Mary Watt,mentioned_only,0.0,122
Peter James Vallack Watt,mentioned_only,0.0,122
Robert F. Randle,mentioned_only,0.0,122
W.R. Hodgson,mentioned_only,0.0,122
Charles Darwin,mentioned_only,0.0,62
Francis Drake,mentioned_only,0.0,62
James Cook,mentioned_only,0.0039447314276567,62
Joseph Conrad,mentioned_only,0.0,62
Adrian Rawlins,mentioned_only,0.0,216
Aggie Read,mentioned_only,0.0,216
Andrew Pike,mentioned_only,0.0,216
Bruce Beresford,mentioned_only,0.0006928169814184,216
Christine Hill,mentioned_only,0.0,216
Corinne Cantrill,mentioned_only,0.0,216
David Elfick,mentioned_only,0.0,216
Don Maynard,mentioned_only,0.0,216
Jim Anderson,mentioned_only,0.0,216
John Hoddinott,mentioned_only,0.0,216
Martin Sharp,mentioned_only,0.0012850125689511,74
Phillip Noyce,mentioned_only,0.0,216
Richard Neville,mentioned_only,0.0,216
George Selth Coppin,mentioned_only,0.0,200
Bertha Banfield,mentioned_only,0.0,7
E.J. Banfield,mentioned_only,0.0,7
Alexander John,mentioned_only,0.0,40
Bruce Mason,mentioned_only,0.0,40
Charles Dickens',mentioned_only,0.0,40
Coralie Lansdowne,mentioned_only,0.0,40
David Hare,mentioned_only,0.0,40
Diana Day,mentioned_only,0.0,40
Harold Pinter,mentioned_only,0.0,40
Harry Allway,mentioned_only,0.0,40
John Tranter,mentioned_only,0.0016140734545638,160
Jonathon Hales,mentioned_only,0.0,40
Kathy Lette,mentioned_only,0.0008340201313843,40
Makassar Reef,mentioned_only,0.0,40
Michael Costigan,mentioned_only,0.0019693875956262,64
Ned Kelly,mentioned_only,0.0011184716666903,27
Peter Corris,mentioned_only,7.067280610056257e-05,40
Ray Lawler,mentioned_only,0.0001502290427077,74
Robert Quentin,mentioned_only,0.0,40
Robin Lovejoy,mentioned_only,0.0,40
Sandy Gore,mentioned_only,0.0,40
Valerie Lawson,mentioned_only,0.0,40
R. A. Simpson,mentioned_only,0.0,179
Twelve Poets,mentioned_only,0.0,179
Keith Murdoch,mentioned_only,0.0048846051552457,201
Archibald Marshall,mentioned_only,0.0,186
Alfred W. McCoy,mentioned_only,0.0,65
Bill Hayden,mentioned_only,0.0002289105082874,65
Carolina de Waart,mentioned_only,0.0,65
Christopher Koch,mentioned_only,0.0025104993731702,160
David Marr,mentioned_only,0.0015517241529236,176
Don'o Kim,mentioned_only,0.0,65
Erland H. Heginbotham,mentioned_only,0.0,65
Gregory Clark,mentioned_only,0.0,65
Heja Chong,mentioned_only,0.0,65
Henry Albinski,mentioned_only,0.0,65
James Wilkinson,mentioned_only,0.0,65
Jim Angel,mentioned_only,0.0,65
John Trotter,mentioned_only,0.0,65
John Wolseley,mentioned_only,0.0005108488531587,205
Peter Rushford,mentioned_only,0.0,65
R.F. Brissenden,mentioned_only,0.0006908759084446,65
Richard Woolcott,mentioned_only,0.0004271728259623,39
Rick Thompson,mentioned_only,0.0,65
Solrun Hoaas,mentioned_only,0.0,65
Stephen Fitzgerald,mentioned_only,0.0,65
Thea Astley,mentioned_only,0.0012697338733871,40
Vincent Plush,mentioned_only,0.0,65
Yasmine Gooneratne,mentioned_only,0.0,65
Allan Charles Aldous,mentioned_only,0.0,82
Charles Hadfield,mentioned_only,0.0,82
James Agate,mentioned_only,0.0,82
James Parish,mentioned_only,0.0,82
Margaret Crosland,mentioned_only,0.0,82
Nevil Shute,mentioned_only,0.0,82
Vivien Leigh,mentioned_only,0.0,82
Walter Murdoch,mentioned_only,0.0123755035193245,82
Alex Sheppard,mentioned_only,0.0,8
Allan John,mentioned_only,0.0,8
Gilbert Giles Roper,mentioned_only,0.0,8
Jershua Braddon,mentioned_only,0.0,8
Percy Brookfield,mentioned_only,0.0,8
S.N. Ray,mentioned_only,0.0,8
Wendy Elizabeth Scarfe,mentioned_only,0.0,8
Wendy Scarfe,mentioned_only,0.0,8
William Sheppard,mentioned_only,0.0,8
Itzhak Gust,mentioned_only,0.0,116
Joseph Furphy,mentioned_only,7.871132789970038e-05,116
Ken Inglis,mentioned_only,0.0145952145886419,116
MS Acc08.111,mentioned_only,0.0,116
Harc az egerrel,mentioned_only,0.0,202
Dr Fabinyi,mentioned_only,0.0,216
Andrew McDonald Taylor,mentioned_only,0.0,160
Ann Veronica Hurley,mentioned_only,0.0,172
Cecily Gibson,mentioned_only,0.0,172
Centenary Medal,mentioned_only,0.0034274730093044,186
Don Lamberton,mentioned_only,0.0,172
Earle Page,mentioned_only,0.0008309427827537,172
Everest Mozley,mentioned_only,0.0,172
Frank Fenner,mentioned_only,0.0,172
Jose Moyal,mentioned_only,0.0,172
Maverick mathematician,mentioned_only,0.0,172
Michael Cousins,mentioned_only,0.0,172
W.B. Clarke,mentioned_only,0.0,172
Winston Churchill,mentioned_only,0.0002988905061559,172
Ann Sophia,mentioned_only,0.0,203
Catherine Cameron,mentioned_only,0.0,203
Ann Barnard,mentioned_only,0.0,276
Anthony Hunter Terry,mentioned_only,0.0,276
Harry Pollitt,mentioned_only,0.0,276
James Runcie,mentioned_only,0.0,276
John Dademo Waiko,mentioned_only,0.0,276
Robert Samuel Ross,mentioned_only,0.0006931540230204,276
Tom Mann,mentioned_only,0.0003773354879778,276
William Paisley Earsman,mentioned_only,0.0,276
Anne Godfrey-Smith,mentioned_only,0.0,204
Canberra Repertory Society,mentioned_only,0.0,204
Christopher Power,mentioned_only,0.0,204
Jan Simmonds,mentioned_only,0.0,10
Kevin Simmonds,mentioned_only,0.0,10
Adela Pankhurst Walsh,mentioned_only,0.0008169604420017,276
Andrew Peacock,mentioned_only,0.0003762457131304,78
Ann Curthoys,mentioned_only,0.0,78
Anne Fairhurst Summers,mentioned_only,0.0,78
Anne Summers',mentioned_only,0.0,78
Barbara Eden,mentioned_only,0.0,78
Bert Newton,mentioned_only,0.0,78
Bob Hawke,mentioned_only,0.00246734332704,78
Caroline Chisholm,mentioned_only,0.0,78
Eileen Cooper,mentioned_only,0.0,78
Electoral Lobby,mentioned_only,0.0005841356118643,24
George Negus,mentioned_only,0.0,78
Henry Mayer,mentioned_only,0.001694855430318,40
Joan Sutherland,mentioned_only,0.0005659153355737,306
John Singleton,mentioned_only,0.0,78
MS Acc17.019,mentioned_only,0.0,78
MS Acc17.127,mentioned_only,0.0,78
Melanie Beresford,mentioned_only,0.001256096446192,78
Paul Keating,mentioned_only,0.0019601280490827,73
Penguin Books,mentioned_only,0.0042760264380414,113
Ray Martin,mentioned_only,0.0,78
Richard Bonynge,mentioned_only,0.0,78
Sandra Willson,mentioned_only,0.0,78
William Yang,mentioned_only,0.0,78
Anne Catherine von Bertouch,mentioned_only,0.0,205
Anne von Bertouch,mentioned_only,0.0,205
Donald Friend,mentioned_only,0.0006056174802376,64
Guy Boyd,mentioned_only,0.0,205
Von Bertouch,mentioned_only,0.0,205
von Bertouch,mentioned_only,0.0,205
Max Harris,mentioned_only,0.0020866234095876,65
Rosemary Creswell,mentioned_only,3.320900282295135e-05,65
William Deane,mentioned_only,0.0,65
Anthony ‘Tony’ Hassall,mentioned_only,0.0,179
Charlie Mower,mentioned_only,0.0,179
Harvill Secker,mentioned_only,0.0,179
Matthew Lamb,mentioned_only,0.0,179
Randolph Stow,mentioned_only,0.0023263322365343,179
William Heinemann,mentioned_only,0.0,179
Awards - Kenneth Slessor Prize for Poetry,mentioned_only,0.0,160
David Reiter,mentioned_only,0.0,160
Heather Cam,mentioned_only,0.0,160
Judith Rodriguez,mentioned_only,0.0005630671370705,160
Judith Wright Calanthe Award,mentioned_only,0.0,160
Michael Dargaville,mentioned_only,0.0,160
Paul Hetherington,mentioned_only,0.0,160
Paul Kavanagh,mentioned_only,0.0,160
Ron Simpson,mentioned_only,0.0,160
Ann Thwaite,mentioned_only,0.0,160
Christine Porter,mentioned_only,0.0,160
Gough Whitlam,mentioned_only,0.005171221600975,206
Katya Public Relations,mentioned_only,0.0,206
Philip Adams,mentioned_only,0.0,206
Arthur Murphy,mentioned_only,0.0001039064821711,35
Rex Ingamells,mentioned_only,0.0012968750598401,35
William Hart-Smith,mentioned_only,0.0014134075725485,35
Arthur G. Stephenson Award,mentioned_only,0.0,11
Arthur George Stephenson,mentioned_only,0.0,11
Arthur Stephenson,mentioned_only,0.0,11
Donald Keith,mentioned_only,0.0,11
Melbourne Grammar,mentioned_only,0.0,11
Turner Sydney,mentioned_only,0.0,11
Romeo Lahey,mentioned_only,0.0,12
Rosabelle Downs,mentioned_only,0.0,12
Susan Grace Lambert,mentioned_only,0.0,12
Francis Cobbold,mentioned_only,0.0,207
Francis Edward Cobbold,mentioned_only,0.0,207
Del Re,mentioned_only,0.0,13
Alan Renouf,mentioned_only,0.0,78
Andrew Marcus,mentioned_only,0.0,78
Clem Lloyd,mentioned_only,0.0018853409516178,78
F.H. Gruen,mentioned_only,0.0,78
G. Firth,mentioned_only,0.0,78
"Robin ""Bob"" Gollan",mentioned_only,0.0,78
Book Bounty,mentioned_only,0.0,14
C.B. Christesen,mentioned_only,0.0002230762704343,252
David Williamson,mentioned_only,0.0012940404387208,40
Frank Watts,mentioned_only,0.0,94
J. Hellyer,mentioned_only,0.0,94
J.M. Douglas Pringle,mentioned_only,0.0,94
K.S. Prichard,mentioned_only,0.0,94
Keith Ewers,mentioned_only,0.0,94
MS Acc01.218,mentioned_only,0.0,94
Nikolai Miklouho-Maclay,mentioned_only,0.0,94
Beatrix Christian,mentioned_only,0.0,40
Bob Herbert,mentioned_only,0.0,40
David Allen,mentioned_only,0.0011779692908793,40
Giordano Bruno,mentioned_only,0.0,40
Josie Composto Eberhard,mentioned_only,0.0,40
Julia Britton,mentioned_only,0.0,40
Justin Monjo,mentioned_only,0.0,40
MS Acc99.228,mentioned_only,0.0,40
Paul Brown,mentioned_only,0.0,40
Richard Roxburgh,mentioned_only,0.0,40
Robert Deller,mentioned_only,0.0,40
Ron Elisha,mentioned_only,0.0,40
Bob Cumming,mentioned_only,0.0,52
Margaret Elliot,mentioned_only,0.0,52
A.R. Chisholm,mentioned_only,0.0004257766382694,94
Betty Caplan,mentioned_only,0.0,94
Dymphna Clark,mentioned_only,8.860571984772517e-05,116
Frank Engel,mentioned_only,0.0,94
Jane Carnegie,mentioned_only,0.0,94
MS Acc11.079,mentioned_only,0.0,94
Brighton Art Gallery,mentioned_only,0.0,15
Roslyn Poignant,mentioned_only,0.0,15
Bill Thompson,mentioned_only,0.0,94
Bridget Bolland,mentioned_only,0.0,39
Christopher Fry,mentioned_only,0.0,39
Ernest Whiting,mentioned_only,0.0,39
Geoffrey Fairbairn,mentioned_only,0.0106949080215945,39
George Macbeth,mentioned_only,0.0,39
Gladys Collins,mentioned_only,0.0,39
Henry Moore,mentioned_only,0.0,39
John Huston,mentioned_only,0.0,39
John Whiting,mentioned_only,0.0,39
Jon Stallworthy,mentioned_only,0.0,39
Lorraine Fraser,mentioned_only,0.0,39
Lorraine Whiting,mentioned_only,0.0,39
Malcolm Fraser,mentioned_only,0.0015707186989049,39
Mark Rothko,mentioned_only,0.0,39
Mrs J. Neville Fraser,mentioned_only,0.0,39
Peter Finch,mentioned_only,0.0,39
R.G. Casey,mentioned_only,0.0003455530431913,206
Robert Motherwell,mentioned_only,0.0,39
Stanley Moss,mentioned_only,0.0,39
B.S. Baxter Cook,mentioned_only,0.0,208
Baxter Cook,mentioned_only,0.0,208
Bertie Stuart Baxter Cook,mentioned_only,0.0,208
Alexander Hay Frater,mentioned_only,0.0,74
Barbara Janet Ainsleigh Kilpatrick,mentioned_only,0.0,74
Ethel Curlewis,mentioned_only,0.0018716723975633,74
"Jo"" Gullett",mentioned_only,0.0,74
Lady Headley,mentioned_only,9.855125000014787e-05,74
Lady Penelope Gullett,mentioned_only,0.0,74
Thomas Baynton,mentioned_only,0.0,74
Charles Blackman,mentioned_only,0.0009598674032627,113
Felicity St John Moore,mentioned_only,0.0,113
John Meredith,mentioned_only,0.0002663793764801,27
Annie Magda,mentioned_only,0.0,84
Craig Munro,mentioned_only,6.008252899431562e-05,84
Dale Spencer,mentioned_only,0.0,84
Leslie Anderson,mentioned_only,0.0,84
Merril Yule,mentioned_only,0.0,84
Murray Pollinger,mentioned_only,3.754384013340563e-05,84
Tim Curnow,mentioned_only,0.0008611143429678,84
Verity Laughton,mentioned_only,0.0,84
Jack Arden,mentioned_only,0.0,84
Ernest Burgmann,mentioned_only,0.0,16
Peter Hempenstall,mentioned_only,0.0,16
Barbara Ross,mentioned_only,0.0,209
T.G.H. Strehlow,mentioned_only,0.0,116
William Buckley,mentioned_only,0.0,116
A.T. Bolton,mentioned_only,0.0,40
Amy Witting,mentioned_only,0.0,40
Barry Dickens,mentioned_only,0.0,40
Barry Kingham Oakley,mentioned_only,0.0,40
Bill Hannan,mentioned_only,0.0,40
Bill Leak,mentioned_only,0.0,40
Daniel Mannix,mentioned_only,0.0023473991755298,40
David Ireland,mentioned_only,0.0006990542942799,40
Desmond O'Grady,mentioned_only,0.0003898662714591,40
Eugene Flockhart,mentioned_only,0.0,40
Gerald Murnane,mentioned_only,0.0001747473597309,24
Graeme Blundell,mentioned_only,0.0,40
Jack Carmody,mentioned_only,0.0,40
Michael Sharkey,mentioned_only,0.0007189366915741,116
Morris Lurie,mentioned_only,0.0001521547350944,40
Peter Slezak,mentioned_only,0.0,40
Susan Kurosawa,mentioned_only,0.0,40
Basil Home,mentioned_only,0.0,287
Charles Mitchell,mentioned_only,0.0,287
Charles O. Waterhouse,mentioned_only,0.0,287
Dartmoor Gaol,mentioned_only,0.0,287
Fred P. Litchfield,mentioned_only,0.0,287
Grace Thomson,mentioned_only,0.0,287
James Stewart,mentioned_only,0.0,287
John Thurston,mentioned_only,0.0,287
Lady Knutsford,mentioned_only,0.0,287
Lorimer Fison,mentioned_only,0.0,287
Robert Herbert,mentioned_only,0.0,287
Robert Meade,mentioned_only,0.0,287
Sarah Lyttelton,mentioned_only,0.0,287
William MacGregor,mentioned_only,2.39256465941352e-06,287
William Macgregor,mentioned_only,0.0,287
William Thomson,mentioned_only,0.0,287
Beatrice Davis',mentioned_only,0.0,94
Thomas Nelson Publishing House,mentioned_only,0.0,94
Douglas Macdonald,mentioned_only,0.0,210
Dr L. A. Pilotti,mentioned_only,0.0,210
F. W. Thring,mentioned_only,0.0,210
G. B. D. Macdonald,mentioned_only,0.0,210
George Bothwell,mentioned_only,0.0,210
James McGirr,mentioned_only,0.0,210
Lady MacDonald,mentioned_only,0.0,210
Lilian C. Barker,mentioned_only,0.0,210
Mr H. V. Davies,mentioned_only,0.0,210
Mrs Beatrice Blanche Macdonald,mentioned_only,0.0,210
Mrs Macdonald,mentioned_only,0.0,210
N. Macdonald,mentioned_only,0.0,210
Norman Macdonald,mentioned_only,0.0,210
Norman R. L. Macdonald,mentioned_only,0.0,210
Russell G. Smith,mentioned_only,0.0,210
A.G. Martin,mentioned_only,0.0,82
Ada Ward,mentioned_only,0.0,82
Beaumont Smith,mentioned_only,0.0,82
J.F. Archibald,mentioned_only,0.0027870218194008,82
Jerome K. Jerome,mentioned_only,0.0,82
John Kendrick Bangs,mentioned_only,0.0,82
Nellie Stewart,mentioned_only,0.0,82
Rod Quinn,mentioned_only,0.0007538423035059,82
A.A. Calwell,mentioned_only,0.0,247
Bernard Charles Cronin,mentioned_only,0.0,247
C.P. Snow,mentioned_only,0.0,247
Ella Grainger,mentioned_only,0.0,247
Eric North,mentioned_only,0.0,247
Evelyn Emmett,mentioned_only,0.0,247
Hugh Bohun,mentioned_only,0.0,247
Percy Leason,mentioned_only,0.0038181898528128,247
Sumner Locke Elliott,mentioned_only,0.0,247
Ingeborg Hansen,mentioned_only,0.0,17
Alderney Papers,mentioned_only,0.0,205
Arthur Boyd,mentioned_only,0.0003146227379065,205
Chevalier de L'Ordre des Arts,mentioned_only,0.0,205
Clifton Pugh,mentioned_only,6.751170921221807e-05,205
Contemporary Art,mentioned_only,0.0020426520779742,205
David Boyd,mentioned_only,0.0,205
John Brack,mentioned_only,0.0004436367120761,205
John Perceval,mentioned_only,0.0,205
Kate Challis,mentioned_only,0.0,205
Kate Smith,mentioned_only,0.0,205
MS Acc15.122,mentioned_only,0.0,205
Sidney Nolan,mentioned_only,0.0039328787948289,74
Chris O'Sullivan,mentioned_only,0.0,18
Gay Davidson,mentioned_only,0.0,18
H. Pierson,mentioned_only,0.0,18
Jack Waterford,mentioned_only,0.0,18
Michelle Grattan,mentioned_only,0.0,18
Anna Pavlova,mentioned_only,0.0,19
Margot Fonteyn,mentioned_only,0.0,19
Martha Graham,mentioned_only,0.0,19
Rudolph Nureyev,mentioned_only,0.0,19
Victor Carell,mentioned_only,0.0,19
Bethia Ogden,mentioned_only,0.0,113
Ethel Anderson,mentioned_only,1.033798119317386e-05,113
Annie Pearce,mentioned_only,0.0,64
Frank Hyett,mentioned_only,0.0,64
John White,mentioned_only,0.0006316370700851,64
Mary Pearce,mentioned_only,0.0,64
Oswald Barnett,mentioned_only,0.0,64
memoriam edition,mentioned_only,0.0,64
Beatrice Mary (Betty) Mudge,mentioned_only,0.0,94
Ken Wilkinson,mentioned_only,0.0,94
Sydney Tomholt,mentioned_only,0.0006316370700851,94
William Spencer,mentioned_only,0.0,94
Guido Barracchi,mentioned_only,0.0,40
Justus Jorgensen,mentioned_only,0.0,40
T.V. c.1964-1965,mentioned_only,0.0,40
Adam Smith,mentioned_only,3.089850283079577e-05,64
Allan Marshall,mentioned_only,0.0,64
Bruce Dawe,mentioned_only,0.0008223807525497,64
Cedric Emmanuel,mentioned_only,0.0,64
Colin Thiele,mentioned_only,0.0018400505268641,64
Edel Wignell,mentioned_only,0.0006742821798125,177
Eleanor Spence,mentioned_only,9.114030503692276e-05,64
Gillian Bennett,mentioned_only,0.0,64
Hugh Lunn,mentioned_only,0.0,64
Lilith Norman,mentioned_only,0.0,64
Ron Edwards,mentioned_only,0.00052597327828,64
Talking Book Library,mentioned_only,0.0,64
Walter McVitty,mentioned_only,0.0,64
William Neville,mentioned_only,0.0,64
Barry Jones,mentioned_only,0.0007764003132067,78
Cyril E. Goode,mentioned_only,0.0,64
Edgar Penzig,mentioned_only,0.0,64
F. Bert Vickers,mentioned_only,0.0,64
Gary Shearston,mentioned_only,0.0,64
Gwenda Davey,mentioned_only,0.0,64
John Ryan,mentioned_only,0.0,64
Len Fox,mentioned_only,0.0,64
Mona Brand,mentioned_only,0.0003702962097988,116
William Fielding,mentioned_only,0.0,64
William Llewellyn Fearn,mentioned_only,0.0,64
Bob Douglas AO,mentioned_only,0.0,211
Robert Douglas AO,mentioned_only,0.0,211
Anne Brooksbank,mentioned_only,0.0,40
Ben Chifley,mentioned_only,0.0001621703986873,40
Bob Carr,mentioned_only,0.0,40
Elsie Ellis,mentioned_only,0.0,40
Fatty Finn,mentioned_only,0.0,40
Kim Beazley,mentioned_only,0.0008113890643284,40
Literary Awards,mentioned_only,0.0009693479969479,276
MS Acc00.035,mentioned_only,0.0,40
Michael Boddy,mentioned_only,0.0003804137633651,40
Robert James Keith Ellis,mentioned_only,0.0,40
Robin McLachlan,mentioned_only,0.0,40
Norman Booth,mentioned_only,0.0,212
Brenda Mary Niall,mentioned_only,0.0,74
Ethel Turner,mentioned_only,0.0001015808445167,52
Georgina McCrae,mentioned_only,0.0,74
Graham Pollard,mentioned_only,0.0,74
Judy Cassab,mentioned_only,0.0001445633337744,176
Luciano Tombini,mentioned_only,0.0,74
Mary Grant Bruce,mentioned_only,0.0,74
Nance Donkin,mentioned_only,0.0,74
Ruth Park,mentioned_only,0.0001015808445167,52
Simon French,mentioned_only,0.0,74
Terry O'Neill,mentioned_only,0.0006267318656453,74
Yvonne Boyd,mentioned_only,0.0,74
Elizabeth Jolley,mentioned_only,0.0067693879855278,160
Brian Francis Kiernan,mentioned_only,0.0,40
Brian Kiernan,mentioned_only,0.0001409084241562,40
Jim Davidson,mentioned_only,0.0,40
Michael Wilding,mentioned_only,0.0029126573512704,40
Suzanne Kiernan,mentioned_only,0.0,40
Donald Cleland,mentioned_only,8.972117472800701e-07,171
Dudley Glastonbury,mentioned_only,0.0,171
Joined Papua,mentioned_only,0.0,171
Bruce Harry Bennett,mentioned_only,0.0,160
Clive James,mentioned_only,0.0,160
Gavin Ewart,mentioned_only,0.0,160
Jill Neville,mentioned_only,0.0,160
William Trevor,mentioned_only,0.0002255483995251,40
Lyn Harwood,mentioned_only,0.0,24
John George Richardson,mentioned_only,0.0,279
Margaret Capon,mentioned_only,0.0,279
Bryan A Keon-Cohen AM QC,mentioned_only,0.0,21
Bryan Andrew Keon-Cohen,mentioned_only,0.0,21
Bryan Keon-Cohen,mentioned_only,0.0,21
Garry David,mentioned_only,0.0,21
Save Albert Park,mentioned_only,0.0,21
Stolen Generation,mentioned_only,0.0,21
Raymond Cattell,mentioned_only,0.0,213
Cynthia Blanche,mentioned_only,0.0,160
Jean-François Vernay,mentioned_only,0.0,160
Larry McMurtry,mentioned_only,0.0,160
Neil Davis,mentioned_only,0.0,160
Peter Weir,mentioned_only,0.0,160
Sophie Masson,mentioned_only,0.0,160
Vivian Smith,mentioned_only,0.0003090087489502,160
William Hartmann,mentioned_only,0.0,160
A.B. Paterson for Angus & Robertson,mentioned_only,0.0,82
Alex Chisholm,mentioned_only,0.0,82
C.J. Dennis,mentioned_only,3.5280732658002715e-05,82
C.J. Dennis',mentioned_only,0.0,82
Digger Smith,mentioned_only,0.0,82
Ginger Mick,mentioned_only,0.0,82
Hal Gye,mentioned_only,3.342460242211267e-05,82
Hal Waugh,mentioned_only,0.0,82
Harold Frederick Neville Gye,mentioned_only,0.0,82
Harry Floyd Chaplin,mentioned_only,0.0,82
John Masefield,mentioned_only,0.0,82
Limpy Ben,mentioned_only,0.0,82
Michael James Dennis,mentioned_only,0.0,82
Olive Dennis,mentioned_only,0.0,82
Olive Harriet,mentioned_only,0.0,82
Will Ogilvie,mentioned_only,1.7352227561860715e-05,82
Barry Everingham,mentioned_only,0.0,78
James F. Cope,mentioned_only,0.0,78
MS Acc05.214,mentioned_only,0.0,78
Tom Uren,mentioned_only,0.0,78
Charles Patrick FitzGerald,mentioned_only,0.0,214
Empress Wu,mentioned_only,0.0,214
H. Sauer,mentioned_only,0.0,214
Clifford Dalton,mentioned_only,0.0,215
Austin Chamberlain,mentioned_only,0.0,176
Charles Osgood,mentioned_only,0.0,176
Charles Talbut Onions,mentioned_only,0.0,176
Dorothy Sayers,mentioned_only,0.0,176
G. B. Shaw,mentioned_only,0.0023572743306871,176
John Galsworthy,mentioned_only,0.0,176
Ruyard Kipling,mentioned_only,0.0,176
William Davis,mentioned_only,0.0,176
Flaxton Mill House Pty Ltd,mentioned_only,0.0,22
Gordon Chalk,mentioned_only,0.0,22
J.R. Nethercote,mentioned_only,0.0,22
Noni Hazlehurst,mentioned_only,0.0,22
Queensland Electoral,mentioned_only,0.0,22
Frank Morehouse,mentioned_only,0.0,24
Carol Jerrems',mentioned_only,0.0,23
Jerry Moonshine,mentioned_only,0.0,23
Jon Conte,mentioned_only,0.0,23
Lorac Smerrej,mentioned_only,0.0,23
Micky Spillane,mentioned_only,0.0,23
Peter Leiss,mentioned_only,0.0,23
Arthur Barratta,mentioned_only,0.0,24
Elizabeth Mary Deagan,mentioned_only,0.0,24
Eva Byrne,mentioned_only,0.0,24
L. Davis,mentioned_only,0.0,24
Narelle Carey,mentioned_only,0.0,24
Pam Ledden,mentioned_only,0.0,24
Pearlie McNeil,mentioned_only,0.0,24
Rosemary Wighton,mentioned_only,0.0002125228327657,24
Beverley Farmer,mentioned_only,8.400054761073445e-05,24
Dick Watkins,mentioned_only,0.0,24
Giles Hugo,mentioned_only,0.0,24
Kate Jennings,mentioned_only,0.0,24
Matthew Kneale,mentioned_only,0.0,24
Nicholas Shakespeare,mentioned_only,0.0001001942124509,24
Richard Flanagan,mentioned_only,0.0,24
Ronald Wright,mentioned_only,0.0,24
Catherine Spence,mentioned_only,0.0,216
Hugh Victor,mentioned_only,0.0,216
Edward Ashworth,mentioned_only,0.0,25
A.S.H. Weigall,mentioned_only,0.0,74
Colin Caldwell,mentioned_only,0.0,74
Daryl Lindsay,mentioned_only,0.0014016805744494,74
Emma a'Beckett,mentioned_only,0.0,74
Joseph Brown,mentioned_only,0.0,74
Joseph Burke,mentioned_only,0.0,74
Kenneth Clark,mentioned_only,0.0,74
Marian Pollak,mentioned_only,0.0,74
Pat Jarrett,mentioned_only,0.0,74
T.G. Tucker,mentioned_only,0.0,74
Bruce of Melbourne,mentioned_only,0.0,217
John Munro Bruce,mentioned_only,0.0,217
Lord Bruce,mentioned_only,0.0,217
NLA MS 4637,mentioned_only,0.0,217
Charles Haynes,mentioned_only,0.0,218
John Mills,mentioned_only,0.0,218
NLA MS 8144,mentioned_only,0.0,218
Ben Nicker,mentioned_only,0.0,276
Gary Kinnane,mentioned_only,0.0,177
Ray Crooke,mentioned_only,0.0,177
Foong Ling Kong,mentioned_only,0.0,219
Glenn Wightman,mentioned_only,0.0,219
Rowland Holmes,mentioned_only,0.0,219
Andrew Moors,mentioned_only,0.0,179
Bob Nangalala,mentioned_only,0.0,179
Cheryl Ann Creatrix,mentioned_only,0.0,179
Chris Edwards,mentioned_only,0.0,179
Chris Males,mentioned_only,0.0,179
Daniel Arthur,mentioned_only,0.0,179
David Gulpilil,mentioned_only,0.0,179
Dennis Gallagher,mentioned_only,0.0,179
Dennis Oliver,mentioned_only,0.0,179
Dorothy Porter,mentioned_only,0.0001294770079131,179
Edward Kaplan,mentioned_only,0.0,179
Frank Baarda,mentioned_only,0.0,179
George Alexander,mentioned_only,0.0,179
Geraldine Searles,mentioned_only,0.0,179
Greg Kirk,mentioned_only,0.0,179
Jane Abbey,mentioned_only,0.0,179
Kate Lilly,mentioned_only,0.0,179
MS Acc10.157,mentioned_only,0.0,179
MS Acc10.178,mentioned_only,0.0,179
Mark William Wilson,mentioned_only,0.0,179
Peter Rosson,mentioned_only,0.0,179
Peter Scheldahl,mentioned_only,0.0,179
Phil Collier,mentioned_only,0.0,179
Prism Books,mentioned_only,0.0,179
Robert Creeley,mentioned_only,0.0,179
Robert Duncan,mentioned_only,0.0,179
Mary Wood,mentioned_only,0.0,206
Bruce Beaver,mentioned_only,0.0023229337564342,160
Cilla McQueen,mentioned_only,0.0,160
Cornelius Vleeskens,mentioned_only,0.0,160
Dianne Bates,mentioned_only,0.0,160
Eric Beach,mentioned_only,0.0,160
James Burns,mentioned_only,0.0,160
Jean Kent,mentioned_only,0.0,160
Jenni Mitchell,mentioned_only,0.0,160
Jennifer Maiden,mentioned_only,0.0,160
Jenny Boult,mentioned_only,0.0,160
Larry Buttrose,mentioned_only,0.0,160
Lyndon Walker,mentioned_only,0.0,160
Rosemary Nissen,mentioned_only,4.95505081904716e-05,160
Rosemary Porter,mentioned_only,0.0,160
Susan Hampton,mentioned_only,0.0,160
Tom Shapcott,mentioned_only,0.0012077565858334,160
Chris Wallace-Crabbe,mentioned_only,0.0027115348145425,160
Christine Williams,mentioned_only,3.774874790651284e-05,252
